,score,comment
259,5,"Material resistente, bonita, boa capacidade e tamanho ótimo para uso como bagagem de mão para aviões. Considero que tenha sido uma ótima escolha."
260,5,"Perfeita,exatamente igual a foto,bom acabamento, altura da alça  é de 99 cm,  meu marido é alto e ficou ótima. Super recomendo."
261,5,"Otimo custo beneficio, se você procura uma mala de borda pequena, mas espaçosa eu recomendo, sem contar que a mala é linda."
262,5,"Muito boa, linda e funcional! comprei pra minha mãe e ela ficou super satisfeita e já inaugurou !!! podem comprar sem medo."
263,1,Mala e muito pequena. Se vc for viajar é no maximo dois dias. Caso contrario nao serve. Muito pequena mesmo.
264,5,"Adorei! tamanho ideal, perfeita para transportar a bordo em avião, as rodinhas deslizam bem sem travar e é super leve."
265,5,"O produto atendeu minha expectativa, reforçado internamente, espaco adequado para viagens e passeios curtos e a qualidade muito boa!."
266,5,"Linda a cor champanhe parece um dourado suave, a mala veio lacrada e parece de ótima qualidade. Estou satisfeita."
267,5,"Excelente. Comprei para dar de presente. Eu particularmente adorei, excelente mala, excelente qualidade. E o presenteado também adorou."
268,5,Excelente custo-beneficio! pelo valor a mala é de excelente qualidade e deverá atender ao propósito. Eu espero!.
269,5,"Muito bom, gostei, de acordo com minhas necessidades, parece ser resistente, usei uma vez só até agora. Indico."
270,5,"A mala é muito bonita, leve e parece ser bem resistente. Estou feliz com minha compra e recomendo."
271,5,Ótimo produto. Dimensões dentro do padrão de mala de mão. Levei a bordo e não tive nenhum problema.
272,4,"Muito boa, qualidade, acabamento e visual muito bom, achei que era um pouco maior mas gostei bastante."
273,5,O produto é exatamente como nas fotos. Qualidade incrivel e do tamanho certo para bordo. Recomendo demais.
274,4,"Muito boa. Gostei do material, agora resta saber se vai durar. Fiz apenas uma viagem com ela."
275,5,"Muito boa, preco justo perante a concorrencia, aparentemente resistente, vai atender bem a necessidade de viagens curtas!!."
276,3,"Boa, bonita e com preço justo,porém,veio com 2 marcas de descascado nela, fora isso, gostei."
277,5,"Boa mala, só fiz uma viajem de avião com ela, passei  15 dias no hotel. Atendeu perfeitamente."
278,5,"Ótimo produto. A mala é pequenas mas cabe muita coisa, ótima opção para levar dentro do avião."
279,5,"As malas são lindas, e chegaram rápido. O material parece resistente e de qualidade. Estou muito satisfeita!."
280,5,"Mala lindíssima! achei um pouco menor do que o esperado, porém, dentro dos padrões. Ótima qualidade!."
281,4,É uma boa mala. Acho que faltou uma bolsa interna para a guarda de pequenos volumes.
282,5,"Otimo custo beneficio para o produto, fiz uma viagem e super me atendeu no momento. Obrigada."
283,5,Adorei! e já usei inclusive! deu pra deixar tudo bem separado! to apaixonada pela qualidade! indico.
284,5,"As malas são otimas! lindas, leves e o espaco e otimo! muito satisfeita com a compra."
285,4,"Produto com acabamento bom, ainda não usei mas vai atender bem quem leva pouca bagagem."
286,4,"Gostei do material, me pareceu bem resistente. Comprei 4 dessa. Agora só viajar pra ver!."
287,5,Muito boa top a mala muito bom o material e a mala ideal de viagem.
288,5,Produto bom e com acabamento okay. Atende a necessidade e tem bom custo benefício.
289,5,"A mala é linda, otimo acabamento! me surpreendi positivamente com a qualidade x preço."
290,5,Minha mae adorou! alem de lindo o acabamento é muito bom. Achei chique. Recomendo.
291,5,Ótimo tamanho espaçosa por dentro porém ainda não usei espero que atenda minhas necessidades.
292,5,Nao gostei do tamanho. Precisa  de dar mais imformaçoes pra nao errar na escolha.
293,5,"Ótimo tamanho, muitos bolsos o que facilita na arrumação e otimização do espaço. Recomendo!."
294,3,"Mala boa, mas o grampo interno é fraquinho não fica preso. 
Atendeu minha necessidade."
295,5,Muito boa a qualidade e a mala é muito linda!! indico e recomendo.
296,4,Apresentou um defeito pequeno no acabamento na borracha na parte superior da mala.
297,4,"Produto muito pequena. A foto engana, mas pelo menos é de boa qualidade."
298,5,Excelente produto. Bom acabamento externo e com divisória interna que me atendeu bem.
